category,text,transformed_text
0,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,hi baby ive got back work wanting see u allday hope didnt piss u phone today u give call xxx
0,Gibbs unsold.mike hussey,gibbs hussey
0,Hey you can pay. With salary de. Only  &lt;#&gt; .,hey pay salary de lt gt
0,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,sch fr dun haf da book sch home
0,"Yeah, where's your class at?",yeah class
0,Can you do online transaction?,online transaction
0,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,back brum thanks putting us keeping us happy see soon
0,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",nice wait texting right gon na pay ticket ya know
0,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,wishing great day moji told offer always speechless offer easily go great lengths behalf stunning exam next friday keep touch sorry
0,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,gon na death gon na leave note says robs fault avenge
0,I'm at home. Please call,home please call
0,Wat r u doing?,wat r u
1,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",ur chance win wkly shopping spree txt shop c custcare 08715705022
0,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,ca believe attached seeing every day know best get babe go teach class midnight
0,"Great. I'm in church now, will holla when i get out",great church holla get
0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,wnt buy bmw car urgently vry hv shortage lt gt source arng dis amt lt gt lacs thats prob
1,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",sunshine hols claim ur med holiday send stamped self address envelope drinks us uk po box 113 bray wicklow eire quiz starts saturday unsub stop
0,We are both fine. Thanks,fine thanks
0,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",found diff farm shop buy cheese way back call
0,Your dad is back in ph?,dad back ph
0,Me fine..absolutly fine,fine absolutly fine
1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,dear u invited xchat final attempt contact u txt chat 86688
0,Aiyar sorry lor forgot 2 tell u...,aiyar sorry lor forgot 2 tell u
1,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",congrats 2 mobile 3g videophones r call 09061744553 videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm
0,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",think need going late school night especially one class one missed last wednesday probably failed test friday
0,K...k:)why cant you come here and search job:),k k cant come search job
0,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,came hostel going sleep plz call class hrishi
0,on hen night. Going with a swing,hen night going swing
0,Ugh. Gotta drive back to sd from la. My butt is sore.,ugh got ta drive back sd la butt sore
0,Hi :)finally i completed the course:),hi finally completed course
1,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800,asked 3mobile 0870 chatlines inclu free mins india cust servs sed yes l8er got mega bill 3 dont giv shit bailiff due days 3 want
0,"Gud gud..k, chikku tke care.. sleep well gud nyt",gud gud k chikku tke care sleep well gud nyt
1,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,want 750 anytime network mins 150 text new video phone five pounds per week call 08000776320 reply delivery tomorrow
0,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",dude teresa hope okay didnt hear people called received package since dec lt gt thot like know fantastic year best reading plus really really bam first aid usmle work done
0,… and don‘t worry we‘ll have finished by march … ish!,worry finished march ish
0,Cause I'm not freaky lol,cause freaky lol
0,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",good afternon love today hope good maybe interviews wake miss babe passionate kiss across sea
0,I asked you to call him now ok,asked call ok
0,S but not able to sleep.,able sleep
0,K..give back my thanks.,k give back thanks
0,Wat would u like 4 ur birthday?,wat would u like 4 ur birthday
0,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",lol grins babe thanks thinking
0,Or I guess  &lt;#&gt;  min,guess lt gt min
0,Theyre doing it to lots of places. Only hospitals and medical places are safe.,theyre lots places hospitals medical places safe
1,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,todays vodafone numbers ending 4882 selected receive award number matches call 09064019014 receive award
0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",murderer coz man murdered lt gt th january public holiday closed including post office understand
0,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,think go honesty road call bank tomorrow tough decisions make us great people
0,IM GONNA MISS U SO MUCH,im gon na miss u much
1,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,free 1st week entry 2 textpod 4 chance 2 win 40gb ipod cash every wk txt vpod 81303 ts cs custcare 08712405020
0,Hey they r not watching movie tonight so i'll prob b home early...,hey r watching movie tonight prob b home early
0,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",boy loved gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decided 2 aproach gal dt time truck speeding towards gal wn 2 hit girl boy ran like hell n saved asked cn u run fast boy replied boost secret energy n instantly girl shouted energy n thy lived happily 2gthr drinking boost evrydy moral story hv free msgs gud ni8
0,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,hiya comin 2 bristol 1 st week april les got rudi new yrs eve drunk u bak college yet work sends ink 2 bath
0,So what did the bank say about the money?,bank say money
0,K:)k.are you in college?,k college
0,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,hello hun ru way im good 2 dates guy met walkabout far meet soon hows everyone else
0,Have you been practising your curtsey?,practising curtsey
0,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",hello love goes day wish well fine babe hope find job prospects miss boytoy teasing kiss
0,Well that must be a pain to catch,well must pain catch
0,Im good! I have been thinking about you...,im good thinking
0,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",chinatown got porridge claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin
0,Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.,cheers message zogtorius staring phone age deciding whether text
1,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,msg mobile content order resent previous attempt failed due network error queries customersqueries
0,"Easy mate, * guess the quick drink was bit ambitious.",easy mate guess quick drink bit ambitious
0,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.""",indians r poor india poor country says one swiss bank directors says lt gt lac crore indian money deposited swiss banks used budget lt gt yrs give lt gt crore jobs indians village delhi 4 lane roads forever free power suply lt gt social projects every citizen get monthly lt gt lt gt yrs need world bank amp imf loan think money blocked rich politicians full rights corrupt politicians itna forward karo ki pura india
